duration,code,usperinst,instrpersec
1.638000,0,0.819000,1221.001221
1.696000,0,0.848000,1179.245239
1.754000,0,0.877000,1140.250854
1.715000,0,0.857500,1166.180786
1.908000,0,0.954000,1048.218018
5.235000,0,2.617500,382.043945
2.177000,0,1.088500,918.695435
2.119000,0,1.059500,943.841431
2.023000,0,1.011500,988.630737
1.234000,0,0.617000,1620.745483
1.484000,0,0.742000,1347.708862
1.272000,0,0.636000,1572.327026
