duration,code,usperinst,instrpersec
2.799000,0,1.399500,714.540894
2.893000,0,1.446500,691.323914
2.986000,0,1.493000,669.792358
2.893000,0,1.446500,691.323914
3.175000,0,1.587500,629.921265
5.956000,0,2.978000,335.795837
3.830000,0,1.915000,522.193237
3.643000,0,1.821500,548.998108
3.768000,0,1.884000,530.785583
1.924000,0,0.962000,1039.501099
2.236000,0,1.118000,894.454407
1.986000,0,0.993000,1007.049316
