duration,code,usperinst,instrpersec
1.169000,0,0.584500,1710.864014
1.107000,0,0.553500,1806.684692
1.295000,0,0.647500,1544.401489
1.388000,0,0.694000,1440.922241
1.325000,0,0.662500,1509.433960
4.419000,0,2.209500,452.591095
2.763000,0,1.381500,723.850891
2.638000,0,1.319000,758.150085
2.731000,0,1.365500,732.332458
1.106000,0,0.553000,1808.318237
1.700000,0,0.850000,1176.470581
1.263000,0,0.631500,1583.531250
