duration,code,usperinst,instrpersec
3.567000,0,1.783500,560.695251
3.567000,0,1.783500,560.695251
3.661000,0,1.830500,546.298828
3.536000,0,1.768000,565.610840
3.849000,0,1.924500,519.615479
6.286000,0,3.143000,318.167358
3.724000,0,1.862000,537.056946
3.661000,0,1.830500,546.298828
3.848000,0,1.924000,519.750549
3.254000,0,1.627000,614.628174
3.223000,0,1.611500,620.539856
3.036000,0,1.518000,658.761536
