duration,code,usperinst,instrpersec
3.032000,0,1.516000,659.630615
2.711000,0,1.355500,737.735168
2.828000,0,1.414000,707.213562
2.557000,0,1.278500,782.166626
3.032000,0,1.516000,659.630615
4.827000,0,2.413500,414.336029
3.358000,0,1.679000,595.592590
3.240000,0,1.620000,617.283936
3.286000,0,1.643000,608.642700
2.466000,0,1.233000,811.030029
2.803000,0,1.401500,713.521240
2.727000,0,1.363500,733.406677
