duration,code,usperinst,instrpersec
0.695000,0,0.347500,2877.697754
0.849000,0,0.424500,2355.712646
0.715000,0,0.357500,2797.202881
0.814000,0,0.407000,2457.002441
1.061000,0,0.530500,1885.014160
4.542000,0,2.271000,440.334656
1.195000,0,0.597500,1673.640137
1.392000,0,0.696000,1436.781616
1.234000,0,0.617000,1620.745483
0.599000,0,0.299500,3338.898193
0.926000,0,0.463000,2159.827148
0.619000,0,0.309500,3231.017822
