duration,code,usperinst,instrpersec
1.045000,0,0.522500,1913.875610
1.200000,0,0.600000,1666.666626
1.066000,0,0.533000,1876.172607
0.995000,0,0.497500,2010.050293
1.295000,0,0.647500,1544.401489
2.962000,0,1.481000,675.219421
1.936000,0,0.968000,1033.057861
2.170000,0,1.085000,921.658997
1.912000,0,0.956000,1046.025146
0.853000,0,0.426500,2344.665771
1.724000,0,0.862000,1160.092773
1.278000,0,0.639000,1564.945190
