duration,code,usperinst,instrpersec
0.017000,0,0.008500,117647.058824
0.016000,0,0.008000,125000.000000
0.017000,0,0.008500,117647.058824
0.053000,0,0.026500,37735.849057
0.017000,0,0.008500,117647.058824
0.055000,0,0.027500,36363.636364
0.030000,0,0.015000,66666.666667
0.028000,0,0.014000,71428.571429
0.061000,0,0.030500,32786.885246
0.026000,0,0.013000,76923.076923
0.028000,0,0.014000,71428.571429
0.014000,0,0.007000,142857.142857
